"","office","description","city","zip","state","parish","candidate","party","level","type","genoffice","race","gender"
"2860","Constable","Justice of the Peace Ward 1","Newellton","71357","LA","TENSAS","Jack W. McMillian","Democrat","Local","Law Enforcement","Constable","Black or African American","Male"
"2861","Constable","Justice of the Peace Ward 2","St. Joseph","71366","LA","TENSAS","Charles ""Do-Rite"" Douglas","Democrat","Local","Law Enforcement","Constable","Black or African American","Male"
"2862","Constable","Justice of the Peace Ward 3","Waterproof","71375","LA","TENSAS","Archie Turner, Jr.","Democrat","Local","Law Enforcement","Constable","Black or African American","Male"
"2863","Constable","Justice of the Peace Ward  1","Houma","70364","LA","TERREBONNE","David J. LeBoeuf","Republican","Local","Law Enforcement","Constable","White","Male"
"2864","Constable","Justice of the Peace Ward  2","Houma","70360","LA","TERREBONNE","""L. J."" Schexnayder","Democrat","Local","Law Enforcement","Constable","White","Male"
"2865","Constable","Justice of the Peace Ward  4","Houma","70363","LA","TERREBONNE","Craig Luke","Republican","Local","Law Enforcement","Constable","White","Male"
"2866","Constable","Justice of the Peace Ward  5","Bourg","70343","LA","TERREBONNE","Lance A. Pellegrin","Republican","Local","Law Enforcement","Constable","White","Male"
"2867","Constable","Justice of the Peace Ward  6","Montegut","70377","LA","TERREBONNE","Kyle Neal","Republican","Local","Law Enforcement","Constable","White","Male"
"2868","Constable","Justice of the Peace Ward  7","Chauvin","70344","LA","TERREBONNE","Daniel J. Trahan","Democrat","Local","Law Enforcement","Constable","White","Male"
"2869","Constable","Justice of the Peace Ward  8","Gibson","70356","LA","TERREBONNE","Lloyd Gibson","Democrat","Local","Law Enforcement","Constable","Black or African American","Male"
"2870","Constable","Justice of the Peace Ward  9","Houma","70360","LA","TERREBONNE","Ryan Bonvillain","Other","Local","Law Enforcement","Constable","White","Male"
"2871","Constable","Justice of the Peace Ward 10","Theriot","70397","LA","TERREBONNE","Dale A. Theriot","Democrat","Local","Law Enforcement","Constable","White","Male"
"2872","Constable","Justice of the Peace Ward 1","Farmerville","71241","LA","UNION","Scotty Aulds","Democrat","Local","Law Enforcement","Constable","White","Male"
"2873","Constable","Justice of the Peace Ward 2","Farmerville","71241","LA","UNION","Larry Booth","Democrat","Local","Law Enforcement","Constable","White","Male"
"2874","Constable","Justice of the Peace Ward 3","Farmerville","71241","LA","UNION","Robert Williams","Republican","Local","Law Enforcement","Constable","White","Male"
"2875","Constable","Justice of the Peace Ward 1","Abbeville","70510","LA","VERMILION","Randy Granger","Democrat","Local","Law Enforcement","Constable","White","Male"
"2876","Constable","Justice of the Peace Ward 1","Abbeville","70510","LA","VERMILION","Paul Poche'","Other","Local","Law Enforcement","Constable","White","Male"
"2877","Constable","Justice of the Peace Ward 2","Erath","70533","LA","VERMILION","Fabian J. Hulin","Democrat","Local","Law Enforcement","Constable","White","Male"
"2878","Constable","Justice of the Peace Ward 4","Maurice","70555","LA","VERMILION","Charles J. Hebert","Democrat","Local","Law Enforcement","Constable","White","Male"
"2879","Constable","Justice of the Peace Ward 5","Rayne","70578-1702","LA","VERMILION","Earl C. Hoffpauir","Republican","Local","Law Enforcement","Constable","White","Male"
"2880","Constable","Justice of the Peace Ward 6","Abbeville","70510","LA","VERMILION","B. J. ""Bub"" Lege","Democrat","Local","Law Enforcement","Constable","White","Male"
"2881","Constable","Justice of the Peace Ward 7","Abbeville","70510-8749","LA","VERMILION","Antoine Barras, Jr.","Democrat","Local","Law Enforcement","Constable","White","Male"
"2882","Constable","Justice of the Peace Ward 8","Gueydan","70542-3028","LA","VERMILION","Grayson J. Benoit","Democrat","Local","Law Enforcement","Constable","White","Male"
"2883","Constable","Justice of the Peace Ward 2","Anacoco","71403","LA","VERNON","Roger Smart","Democrat","Local","Law Enforcement","Constable","White","Male"
"2884","Constable","Justice of the Peace Ward 3","Evans","70639","LA","VERNON","""Joe"" Simmons","Democrat","Local","Law Enforcement","Constable","White","Male"
"2885","Constable","Justice of the Peace Ward 4","Leesville","71446","LA","VERNON","Dan D. Atchison","Republican","Local","Law Enforcement","Constable","White","Male"
"2886","Constable","Justice of the Peace Ward 5","Pitkin","70656","LA","VERNON","""Chris"" Robinson","Republican","Local","Law Enforcement","Constable","White","Male"
"2887","Constable","Justice of the Peace Ward 6","Simpson","71474","LA","VERNON","""Tom"" Jackson","Republican","Local","Law Enforcement","Constable","White","Male"
"2888","Constable","Justice of the Peace Ward 7","Pitkin","70656","LA","VERNON","Lealon Johnson","Democrat","Local","Law Enforcement","Constable","White","Male"
"2889","Constable","Justice of the Peace Ward 8","Leesville","71446","LA","VERNON","R. G. ""Ronnie"" Hagan","Democrat","Local","Law Enforcement","Constable","White","Male"
"2890","Constable","Justice of the Peace Ward 1","Franklinton","70438","LA","WASHINGTON","Terry Morgan","Democrat","Local","Law Enforcement","Constable","White","Male"
"2891","Constable","Justice of the Peace Ward 2","Mt. Hermon","70450","LA","WASHINGTON","Jeremy Freeman","Republican","Local","Law Enforcement","Constable","White","Male"
"2892","Constable","Justice of the Peace Ward 3","Franklinton","70438","LA","WASHINGTON","Robert K. McDaniel","Republican","Local","Law Enforcement","Constable","White","Male"
"2893","Constable","Justice of the Peace Ward 5","Angie","70426","LA","WASHINGTON","Lavon D. Seals","Democrat","Local","Law Enforcement","Constable","White","Male"
"2894","Constable","Justice of the Peace Ward 6","Franklinton","70438","LA","WASHINGTON","Donald Mizell","Republican","Local","Law Enforcement","Constable","White","Male"
"2895","Constable","Justice of the Peace Ward 7","Angie","70426","LA","WASHINGTON","David Scott","Democrat","Local","Law Enforcement","Constable","White","Male"
"2896","Constable","Justice of the Peace Ward 8","Franklinton","70438","LA","WASHINGTON","Ronnie Nielson","Democrat","Local","Law Enforcement","Constable","White","Male"
"2897","Constable","Justice of the Peace Ward 9","Franklinton","70438","LA","WASHINGTON","Robert D. Stafford","Democrat","Local","Law Enforcement","Constable","White","Male"
"2898","Constable","Justice of the Peace District 1","Shongaloo","71072","LA","WEBSTER","Earl Benson",NA,"Local","Law Enforcement","Constable",NA,NA
"2899","Constable","Justice of the Peace District 1","Shongaloo","71072","LA","WEBSTER","Bruce Williams","Democrat","Local","Law Enforcement","Constable","White","Male"
"2900","Constable","Justice of the Peace District 3","Minden","71055","LA","WEBSTER","""Mike"" Burton","Republican","Local","Law Enforcement","Constable","White","Male"
"2901","Constable","Justice of the Peace District 5","Heflin","71039","LA","WEBSTER","April Brewster","Other","Local","Law Enforcement","Constable","White","Female"
"2902","Constable","Justice of the Peace District 5","Heflin","71039","LA","WEBSTER","Roy Milton Wells","Republican","Local","Law Enforcement","Constable","White","Male"
"2903","Constable","Justice of the Peace Ward 1","Addis","70710","LA","WEST BATON ROUGE","Donald Toups","Other","Local","Law Enforcement","Constable","White","Male"
"2904","Constable","Justice of the Peace Ward 2","Brusly","70719","LA","WEST BATON ROUGE","Ron A. LeRay","Republican","Local","Law Enforcement","Constable","White","Male"
"2905","Constable","Justice of the Peace Ward 4","Port Allen","70767","LA","WEST BATON ROUGE","Jerome ""Jimmy"" Fontana","Democrat","Local","Law Enforcement","Constable","White","Male"
"2906","Constable","Justice of the Peace Ward 5","Port Allen","70767","LA","WEST BATON ROUGE","Michael ""Mike"" David","Democrat","Local","Law Enforcement","Constable","White","Male"
"2907","Constable","Justice of the Peace Ward 6","Bueche","70729","LA","WEST BATON ROUGE","Leon Day","Democrat","Local","Law Enforcement","Constable","White","Male"
"2908","Constable","Justice of the Peace Ward 7","Port Allen","70767","LA","WEST BATON ROUGE","John ""Johnny"" Lurry, Sr.","Republican","Local","Law Enforcement","Constable","White","Male"
"2909","Constable","Justice of the Peace District 1","Epps","71237","LA","WEST CARROLL","Pamela H. Waller",NA,"Local","Law Enforcement","Constable",NA,NA
"2910","Constable","Justice of the Peace District 2","Pioneer","71266","LA","WEST CARROLL","Tammy Hartley","Other","Local","Law Enforcement","Constable","White","Female"
"2911","Constable","Justice of the Peace District 3","Forest","71242","LA","WEST CARROLL","Perry W. Brantley","Republican","Local","Law Enforcement","Constable","White","Male"
"2912","Constable","Justice of the Peace District 4","Oak Grove","71263","LA","WEST CARROLL","Janeal Jones","Other","Local","Law Enforcement","Constable","White","Female"
"2913","Constable","Justice of the Peace District 5","Kilbourne","71253","LA","WEST CARROLL","John A. Tullos","Other","Local","Law Enforcement","Constable","White","Male"
"2914","Constable","Parishwide Justice of the Peace District","St. Francisville","70775","LA","WEST FELICIANA","Ronald ""Ronnie"" Bourgeois","Other","Local","Law Enforcement","Constable","White","Male"
"2915","Constable","Justice of the Peace Ward  6","Winnfield","71483","LA","WINN","Mark C. Johns","Other","Local","Law Enforcement","Constable","White","Male"
"2916","Constable","Justice of the Peace Ward  7","Winnfield","71483","LA","WINN","John B. Fannin","Republican","Local","Law Enforcement","Constable","White","Male"
"2917","Constable","Justice of the Peace Ward  8","Atlanta","71404","LA","WINN","John T. Williams","Other","Local","Law Enforcement","Constable","White","Male"
"2918","Constable","Justice of the Peace Ward  9","Calvin","71410","LA","WINN","Carolyn Abels","Other","Local","Law Enforcement","Constable","White","Female"
"2919","Constable","Justice of the Peace Ward 10","Dodson","71422","LA","WINN","Ernest Tubbs","Republican","Local","Law Enforcement","Constable","White","Male"
"2920","Constable","Justice of the Peace Ward 11","Sikes","71473","LA","WINN","Scott Jordan","Democrat","Local","Law Enforcement","Constable","White","Male"
"2921","Constable","Justice of the Peace Ward 12","Joyce","71440","LA","WINN","Mike Hudson","Republican","Local","Law Enforcement","Constable","White","Male"
"2922","Mayor","City of Broussard","Broussard","70518","LA",NA,"Charles E. Langlinais","Other","Local","Executive","Mayor","White","Male"
"2923","Mayor","City of Eunice","Eunice","70535-1106","LA",NA,"Scott A. Fontenot","Other","Local","Executive","Mayor","White","Male"
"2924","Mayor","City of Shreveport","Shreveport","71130-1109","LA",NA,"Ollie S. Tyler","Democrat","Local","Executive","Mayor","Black or African American","Female"
"2925","Mayor","Town of Arnaudville","Arnaudville","70512-1010","LA",NA,"""Kathy"" Richard","Democrat","Local","Executive","Mayor","White","Female"
"2926","Mayor","Town of Basile","Basile","70515-0308","LA",NA,"Mark Denette","Democrat","Local","Executive","Mayor","White","Male"
"2927","Mayor","Town of Delcambre","Delcambre","70528-3099","LA",NA,"Pam Blakely","Other","Local","Executive","Mayor","White","Female"
"2928","Mayor","Town of Duson","Duson","70529-0010","LA",NA,"Johnny Thibodeaux","Democrat","Local","Executive","Mayor","White","Male"
"2929","Mayor","Village of Downsville","Downsville","71234","LA",NA,"Reggie Skains","Democrat","Local","Executive","Mayor","White","Male"
"2930","Mayor","Village of Junction City","Junction City","71749","LA",NA,"Charles Hogue","Other","Local","Executive","Mayor","White","Male"
"2931","Mayor","City of Crowley","Crowley","70527-1463","LA","ACADIA","Greg A. Jones","Republican","Local","Executive","Mayor","White","Male"
"2932","Mayor","City of Rayne","Rayne","70578","LA","ACADIA","Charles E. ""Chuck"" Robichaux","Republican","Local","Executive","Mayor","White","Male"
"2933","Mayor","Town of Church Point","Church Point","70525","LA","ACADIA","Russell ""Coach"" Stelly","Democrat","Local","Executive","Mayor","White","Male"
"2934","Mayor","Town of Iota","Iota","70543","LA","ACADIA","Julia ""Mariette"" Granger","Democrat","Local","Executive","Mayor","White","Female"
"2935","Mayor","Village of Estherwood","Estherwood","70534-0167","LA","ACADIA","Anthony Borill","Democrat","Local","Executive","Mayor","White","Male"
"2936","Mayor","Village of Mermentau","Mermentau","70556","LA","ACADIA","Darla Istre","Democrat","Local","Executive","Mayor","White","Female"
"2937","Mayor","Village of Morse","Morse","70559","LA","ACADIA","Darlene Thibodeaux","Democrat","Local","Executive","Mayor","White","Female"
"2938","Mayor","City of Oakdale","Oakdale","71463","LA","ALLEN","Gene Paul","Democrat","Local","Executive","Mayor","White","Male"
"2939","Mayor","Town of Kinder","Kinder","70648","LA","ALLEN","Wayland LaFargue","Democrat","Local","Executive","Mayor","White","Male"
"2940","Mayor","Town of Oberlin","Oberlin","70655","LA","ALLEN","Joseph ""Moochie"" Manuel","Democrat","Local","Executive","Mayor","White","Male"
"2941","Mayor","Village of Elizabeth","Elizabeth","70638","LA","ALLEN","Mandy Green","Republican","Local","Executive","Mayor","White","Female"
"2942","Mayor","Village of Reeves","Reeves","70658","LA","ALLEN","Scott Walker","Republican","Local","Executive","Mayor","White","Male"
"2943","Mayor","City of Donaldsonville","Donaldsonville","70346","LA","ASCENSION","Leroy Sullivan","Democrat","Local","Executive","Mayor","Black or African American","Male"
"2944","Mayor","City of Gonzales","Gonzales","70737","LA","ASCENSION","Barney D. Arceneaux","Democrat","Local","Executive","Mayor","White","Male"
"2945","Mayor","Town of Sorrento","Sorrento","70778","LA","ASCENSION","Michael R. ""Mike"" Lambert","Republican","Local","Executive","Mayor","White","Male"
"2946","Mayor","Village of Napoleonville","Napoleonville","70390","LA","ASSUMPTION","Ron Animashaun","Democrat","Local","Executive","Mayor","Black or African American","Male"
