,party,votes,district,candidate,parish,n_rep,n_other,sex,n_dem,n_can,n_nopty,year,position,estimate_confidence
2054,REP,8060,2nd Justice Court,"""Pam"" Alonso ",Ascension,2,1,f,2,5,0,2014,Justice of the Peace,0.9993446356958187
2055,REP,5733,2nd Justice Court,"""Pam"" Alonso ",Ascension,3,0,f,0,4,1,2016,Justice of the Peace,0.9993446356958187
2056,REP,8801,2nd Justice Court,Christie Mayeux ,Ascension,3,0,f,0,4,1,2016,Justice of the Peace,0.9888264564807936
2057,NOPTY,3951,2nd Justice Court,Joel K. Murphy ,Ascension,3,0,m,0,4,1,2016,Justice of the Peace,0.9881081193268514
2058,REP,9731,2nd Justice Court,"Leroy Laiche, Jr. ",Ascension,2,1,m,2,5,0,2014,Justice of the Peace,0.9921108621997016
2059,OTHER,4855,2nd Justice Court,Newton T. Savoie ,Jefferson,2,1,m,2,5,0,2014,Justice of the Peace,0.999840440491077
2060,DEM,11231,2nd Justice Court,Patrick Hale DeJean ,Jefferson,2,1,m,2,5,0,2014,Justice of the Peace,0.9947536442146211
2061,DEM,6677,2nd Justice Court,Russell Saluto ,Jefferson,2,1,m,2,5,0,2014,Justice of the Peace,0.9948492922536096
2062,REP,7068,2nd Justice Court,Stacy A. Smith ,Ascension,3,0,f,0,4,1,2016,Justice of the Peace,0.8916539132025687
2063,DEM,1511,2nd Justice of the Peace Court,Carolyn Smith ,Lafourche,1,0,f,1,2,0,2014,Justice of the Peace,0.9973375107012017
2064,REP,4598,2nd Justice of the Peace Court,Lillie B. Foret ,Lafourche,1,0,f,1,2,0,2014,Justice of the Peace,0.9954891214287277
2065,OTHER,7426,3rd Justice Court,John C. Hebert ,Ascension,1,1,m,0,2,0,2014,Justice of the Peace,0.9954070242261275
2066,REP,6178,3rd Justice Court,Lynelle Johnson ,Ascension,1,1,f,0,2,0,2014,Justice of the Peace,1.0
2067,DEM,1701,3rd Justice of the Peace Court,Bennett Arceneaux ,Lafourche,0,0,m,1,2,1,2014,Justice of the Peace,0.9940539154394072
2068,NOPTY,2074,3rd Justice of the Peace Court,Troy Templet ,Lafourche,0,0,m,1,2,1,2014,Justice of the Peace,0.986826494720816
2069,OTHER,353,7th Justice Court,Jeanie Rentz ,Jefferson,0,1,f,1,2,0,2014,Justice of the Peace,1.0
2070,DEM,1926,7th Justice Court,Michele P. Holmes ,Jefferson,0,1,f,1,2,0,2014,Justice of the Peace,0.9915387317241088
2071,DEM,482,Justice of the Peace & Constable District 1,Dennis Sparks ,Sabine,1,0,m,1,2,0,2014,Justice of the Peace,0.9956785768367803
2072,REP,733,Justice of the Peace & Constable District 1,Jean Sharp ,Sabine,1,0,f,1,2,0,2014,Justice of the Peace,0.9590811610212944
2073,DEM,415,Justice of the Peace & Constable District 3,Hazel Procell Dyess ,Sabine,2,0,f,2,4,0,2014,Justice of the Peace,0.9878428580015426
2074,DEM,749,Justice of the Peace & Constable District 3,Mattie Laroux Sepulvado ,Sabine,2,0,f,2,4,0,2014,Justice of the Peace,0.9953489738665173
2075,REP,420,Justice of the Peace & Constable District 3,"Raymond ""Ray"" Hough, Sr. ",Sabine,2,0,m,2,4,0,2014,Justice of the Peace,0.9942180892480348
2076,REP,212,Justice of the Peace & Constable District 3,Wayne Green ,Sabine,2,0,m,2,4,0,2014,Justice of the Peace,0.9952555487040492
2077,REP,558,Justice of the Peace District  1,Allen R. Brown ,Beauregard,1,0,m,3,4,0,2014,Justice of the Peace,0.9930886569488963
2078,DEM,512,Justice of the Peace District  1,Charo Bossier-Holden ,St. John The Baptist,1,0,f,3,4,0,2014,Justice of the Peace,0.9760289310584238
2079,DEM,238,Justice of the Peace District  1,"Elton Pickering, Sr. ",Beauregard,1,0,m,3,4,0,2014,Justice of the Peace,0.9961079257257325
2080,DEM,1156,Justice of the Peace District  1,"Haston ""Bun"" Lewis, Jr. ",St. John The Baptist,1,0,m,3,4,0,2014,Justice of the Peace,1.0
2081,OTHER,893,Justice of the Peace District  3,John A. Neilson ,De Soto,1,1,m,0,2,0,2014,Justice of the Peace,0.9954070242261275
2082,REP,441,Justice of the Peace District  3,"William ""Billy"" Robbins ",De Soto,1,1,m,0,2,0,2014,Justice of the Peace,0.9953311467968323
2083,NOPTY,765,Justice of the Peace District  4,Benjamin R. Trant ,St. Landry,2,0,m,3,7,2,2014,Justice of the Peace,0.9945154979616844
2084,DEM,561,Justice of the Peace District  4,Brenda McBride ,De Soto,0,0,f,2,3,1,2016,Justice of the Peace,0.996823051189346
2085,NOPTY,502,Justice of the Peace District  4,Brian M. Phillips ,De Soto,0,0,m,2,3,1,2016,Justice of the Peace,0.9956214351347468
2086,REP,1532,Justice of the Peace District  4,Clyde H. Dennis ,Beauregard,2,0,m,3,7,2,2014,Justice of the Peace,0.9868036940166117
2087,NOPTY,243,Justice of the Peace District  4,Douglas Evey ,Beauregard,2,0,m,3,7,2,2014,Justice of the Peace,0.9962081617864736
2088,DEM,661,Justice of the Peace District  4,Emily Ford Owens ,De Soto,2,0,f,3,7,2,2014,Justice of the Peace,0.9967828499451029
2089,DEM,734,Justice of the Peace District  4,Julee Godeaux LaFleur ,Beauregard,2,0,f,3,7,2,2014,Justice of the Peace,1.0
2090,REP,1340,Justice of the Peace District  4,"Katharine Dugal ""Cassie"" Henrich ",St. Landry,2,0,f,3,7,2,2014,Justice of the Peace,0.9994963308199464
2091,DEM,845,Justice of the Peace District  4,Maria Taylor Hogan ,De Soto,0,0,f,2,3,1,2016,Justice of the Peace,0.9919273646009956
2092,DEM,896,Justice of the Peace District  4,"Wilbur Theodore Purvis, Jr. ",De Soto,2,0,m,3,7,2,2014,Justice of the Peace,0.9950699067694126
2093,DEM,566,Justice of the Peace District  5,Beverly Frank ,St. John The Baptist,1,0,f,3,5,1,2014,Justice of the Peace,0.9939149340165433
2094,DEM,918,Justice of the Peace District  5,"Greg ""Za"" Maurin ",St. John The Baptist,1,0,m,3,5,1,2014,Justice of the Peace,0.9979087528887036
2095,NOPTY,245,Justice of the Peace District  5,Jerry Dwayne Sumrall ,De Soto,1,0,m,3,5,1,2014,Justice of the Peace,0.974761974032612
2096,DEM,766,Justice of the Peace District  5,Jo Ann Beason ,De Soto,1,0,f,3,5,1,2014,Justice of the Peace,0.9974032930915709
2097,REP,643,Justice of the Peace District  5,Shawna Longoria ,De Soto,1,0,f,3,5,1,2014,Justice of the Peace,0.9972120106255227
2098,DEM,591,Justice of the Peace District  6,Foster Gamble ,De Soto,0,0,m,1,2,1,2014,Justice of the Peace,0.9982453664834775
2099,NOPTY,629,Justice of the Peace District  6,Jerry Lowe ,De Soto,0,0,m,1,2,1,2014,Justice of the Peace,0.974761974032612
2100,DEM,435,Justice of the Peace District  9,Geneva Lemon ,St. Landry,0,0,f,2,3,1,2014,Justice of the Peace,0.9978055658110433
2101,DEM,103,Justice of the Peace District  9,Kevin Macip ,St. Landry,0,0,m,2,3,1,2014,Justice of the Peace,0.9945180647631703
2102,NOPTY,108,Justice of the Peace District  9,Tonya Pitcher ,St. Landry,0,0,f,2,3,1,2014,Justice of the Peace,0.9963793739057895
2103,NOPTY,640,Justice of the Peace District  A,Denise Pearson ,Grant,0,0,f,1,2,1,2014,Justice of the Peace,0.9964864182704503
2104,DEM,500,Justice of the Peace District  A,Peggy J. King ,Grant,0,0,f,1,2,1,2014,Justice of the Peace,0.9977741608194881
2105,DEM,676,Justice of the Peace District  B,Gregory Tolbert ,Grant,0,0,m,2,2,0,2014,Justice of the Peace,0.9953165996883814
2106,DEM,307,Justice of the Peace District  B,Joy Williams ,Grant,0,0,f,2,2,0,2014,Justice of the Peace,0.9906987342816227
2107,DEM,447,Justice of the Peace District 1,"Alex ""Watermelon Man"" Scott ",St. James,2,0,m,5,8,1,2014,Justice of the Peace,0.9773922120744101
2108,REP,622,Justice of the Peace District 1,Benja Fussell ,Concordia,1,0,,2,3,0,2016,Justice of the Peace,0
2109,REP,579,Justice of the Peace District 1,Benja R. Fussell ,Concordia,2,0,,5,8,1,2014,Justice of the Peace,0
2110,REP,472,Justice of the Peace District 1,Charles Matthews ,St. Charles,2,0,m,5,8,1,2014,Justice of the Peace,0.9940010817081071
2111,DEM,595,Justice of the Peace District 1,Edna Campbell Bridges ,St. Charles,2,0,f,5,8,1,2014,Justice of the Peace,0.9975024589769068
2112,DEM,659,Justice of the Peace District 1,"Elijah ""Stepper"" Banks ",Concordia,1,0,m,2,3,0,2016,Justice of the Peace,0.9923600323226873
2113,DEM,946,Justice of the Peace District 1,Henry Wolfe ,St. Charles,2,0,m,5,8,1,2014,Justice of the Peace,0.9911994957152276
2114,DEM,740,Justice of the Peace District 1,Justin Conner ,Concordia,2,0,m,5,8,1,2014,Justice of the Peace,0.9931267411351339
2115,DEM,320,Justice of the Peace District 1,Justin Conner ,Concordia,1,0,m,2,3,0,2016,Justice of the Peace,0.9931267411351339
2116,DEM,753,Justice of the Peace District 1,Mary Rodrigue Walker ,St. James,2,0,f,5,8,1,2014,Justice of the Peace,0.9968311527897354
2117,NOPTY,712,Justice of the Peace District 1,"Richard ""Rick"" Whitney, Jr. ",St. Charles,2,0,m,5,8,1,2014,Justice of the Peace,0.9957745171215943
2118,DEM,1479,Justice of the Peace District 2,"Earl ""Pie"" Tastet ",St. Charles,1,0,m,2,5,2,2014,Justice of the Peace,0.9912093836133593
2119,NOPTY,192,Justice of the Peace District 2,Marketris Jones ,Bienville,1,0,,2,5,2,2014,Justice of the Peace,0
2120,REP,1160,Justice of the Peace District 2,"Randall ""Randy"" Muller, Jr. ",St. Charles,1,0,m,2,5,2,2014,Justice of the Peace,0.9934086762384398
2121,NOPTY,422,Justice of the Peace District 2,Reginald Shaw ,Bienville,1,0,m,2,5,2,2014,Justice of the Peace,0.9905908583623357
2122,DEM,382,Justice of the Peace District 2,Vanessa Alexander Johnson ,St. Charles,1,0,f,2,5,2,2014,Justice of the Peace,0.9950430621675244
2123,REP,218,Justice of the Peace District 3,Christina Gary ,St. James,1,0,f,1,2,0,2014,Justice of the Peace,0.995700138012551
2124,DEM,1152,Justice of the Peace District 3,"Stephen ""Lukey"" Louque ",St. James,1,0,m,1,2,0,2014,Justice of the Peace,0.9960047410210257
2125,NOPTY,543,Justice of the Peace District 4,Charles Flaherty ,Lasalle,1,1,m,2,6,2,2014,Justice of the Peace,0.9940010817081071
2126,NOPTY,1101,Justice of the Peace District 4,Darrell Chiasson ,St. Charles,1,1,m,2,6,2,2014,Justice of the Peace,0.9915456002242513
2127,REP,876,Justice of the Peace District 4,Don Smith ,Lasalle,1,1,m,2,6,2,2014,Justice of the Peace,0.9924515487945199
2128,DEM,370,Justice of the Peace District 4,Harvey L. Burns ,Concordia,1,1,m,2,6,2,2014,Justice of the Peace,0.99351256729508
2129,DEM,716,Justice of the Peace District 4,Jerry Stallings ,Concordia,1,1,m,2,6,2,2014,Justice of the Peace,0.974761974032612
2130,OTHER,851,Justice of the Peace District 4,"Stanley Hebert, Jr. ",St. Charles,1,1,m,2,6,2,2014,Justice of the Peace,0.994102640876289
2131,NOPTY,333,Justice of the Peace District 5,"A. D. ""Del"" Barnes, Jr. ",St. Charles,1,0,,0,3,2,2014,Justice of the Peace,0
2132,REP,978,Justice of the Peace District 5,April Black ,St. Charles,1,0,f,0,3,2,2014,Justice of the Peace,0.9969793125716302
2133,NOPTY,1111,Justice of the Peace District 5,Tika L. Riley ,St. Charles,1,0,f,0,3,2,2014,Justice of the Peace,1.0
2134,REP,1993,Justice of the Peace District 7,John D. Brady ,St. Charles,1,0,m,3,4,0,2014,Justice of the Peace,0.9954070242261275
2135,DEM,1142,Justice of the Peace District 7,"Marie ""Maddy"" Lewis ",St. James,1,0,f,3,4,0,2014,Justice of the Peace,0.9954998725832315
2136,DEM,833,Justice of the Peace District 7,Robin Triche-Fields ,St. Charles,1,0,f,3,4,0,2014,Justice of the Peace,0.888018174009167
2137,DEM,274,Justice of the Peace District 7,Sharon A. Steib ,St. James,1,0,f,3,4,0,2014,Justice of the Peace,0.9966625277357525
2138,REP,447,Justice of the Peace District A,Anita Sue Hinds ,Red River,1,0,f,2,3,0,2014,Justice of the Peace,0.9969507847833484
2139,DEM,374,Justice of the Peace District A,Jerry Clark ,Red River,1,0,m,2,3,0,2014,Justice of the Peace,0.974761974032612
2140,DEM,204,Justice of the Peace District A,Milton Nash ,Red River,1,0,m,2,3,0,2014,Justice of the Peace,0.9935075245582681
2141,REP,1643,Justice of the Peace Ward  1,DeVonna Ponthieu ,Livingston,2,0,f,1,4,1,2014,Justice of the Peace,1.0
2142,REP,3411,Justice of the Peace Ward  1,Jeff Sachse ,Livingston,2,0,m,1,4,1,2014,Justice of the Peace,0.9975337558942067
2143,NOPTY,2504,Justice of the Peace Ward  1,"John N. ""Johnny"" Hebert ",Iberia,2,0,m,1,4,1,2014,Justice of the Peace,0.9954070242261275
2144,DEM,1323,Justice of the Peace Ward  1,Mark A. Hebert ,Iberia,2,0,m,1,4,1,2014,Justice of the Peace,0.9964442833016813
2145,NOPTY,41,Justice of the Peace Ward  2,Norma Jean Bouey ,St. Mary,0,0,f,0,2,2,2014,Justice of the Peace,0.9952001784391623
2146,NOPTY,120,Justice of the Peace Ward  2,Ray A. Manuel ,St. Mary,0,0,m,0,2,2,2014,Justice of the Peace,0.9814597540543182
2147,DEM,2241,Justice of the Peace Ward  3,"Elton ""Bee"" Cormier ",Acadia,0,0,m,2,2,0,2014,Justice of the Peace,0.9961079257257325
2148,DEM,1013,Justice of the Peace Ward  3,Penny Duplechain Chavis ,Acadia,0,0,f,2,2,0,2014,Justice of the Peace,0.9966191023446177
2149,REP,4336,"Justice of the Peace Ward  3, District  3",Kent Mayeux ,East Baton Rouge,2,0,m,1,3,0,2014,Justice of the Peace,0.9968755071123067
2150,REP,4648,"Justice of the Peace Ward  3, District  3",Larry Spencer ,East Baton Rouge,2,0,m,1,3,0,2014,Justice of the Peace,0.9947791551761931
2151,DEM,3627,"Justice of the Peace Ward  3, District  3",Mark G. Simmons ,East Baton Rouge,2,0,m,1,3,0,2014,Justice of the Peace,0.9964442833016813
2152,OTHER,1899,Justice of the Peace Ward  5,"""Don"" LeGrand ",St. Martin,2,1,m,3,9,3,2014,Justice of the Peace,0.9924515487945199
2153,REP,1310,Justice of the Peace Ward  5,Angela Cliburn Taylor ,St. Martin,2,1,f,3,9,3,2014,Justice of the Peace,0.9968431373129594
2154,REP,1012,Justice of the Peace Ward  5,David W. Hill ,St. Mary,2,1,m,3,9,3,2014,Justice of the Peace,0.9958660209367381
2155,DEM,275,Justice of the Peace Ward  5,Janice Taylor Andry ,Plaquemines,2,1,f,3,9,3,2014,Justice of the Peace,0.9974657889607156
2156,DEM,1215,Justice of the Peace Ward  5,Lee Condolle ,St. Mary,2,1,m,3,9,3,2014,Justice of the Peace,0.7439132946480685
2157,DEM,789,Justice of the Peace Ward  5,"Lena ""Bitsy"" Balfantz ",Livingston,2,1,f,3,9,3,2014,Justice of the Peace,0.9982905628850134
2158,NOPTY,721,Justice of the Peace Ward  5,Mamie Soudelier Perry ,St. Mary,2,1,f,3,9,3,2014,Justice of the Peace,0.9977789302529219
2159,NOPTY,403,Justice of the Peace Ward  5,Randy Bravata ,Livingston,2,1,m,3,9,3,2014,Justice of the Peace,0.983812860653693
2160,NOPTY,127,Justice of the Peace Ward  5,"Robert ""Hot Rod"" Kruithof ",Plaquemines,2,1,m,3,9,3,2014,Justice of the Peace,0.9952560453690997
2161,NOPTY,179,Justice of the Peace Ward  6,"""Cathy"" LeBoeuf ",Terrebonne,2,2,f,3,9,2,2014,Justice of the Peace,0.998109826027423
2162,DEM,523,Justice of the Peace Ward  6,Amy M. Smith ,Livingston,2,2,f,3,9,2,2014,Justice of the Peace,0.9972213438294389
2163,REP,3557,Justice of the Peace Ward  6,"Davey L. Naquin, Jr. ",Plaquemines,2,2,m,3,9,2,2014,Justice of the Peace,0.9944848733358163
2164,OTHER,1354,Justice of the Peace Ward  6,"Fred Armand, Jr. ",Livingston,2,2,m,3,9,2,2014,Justice of the Peace,0.9940848274552908
2165,REP,408,Justice of the Peace Ward  6,George Doescher ,Terrebonne,2,2,m,3,9,2,2014,Justice of the Peace,0.9921466650857803
2166,NOPTY,140,Justice of the Peace Ward  6,Mark P. Richards ,Terrebonne,2,2,m,3,9,2,2014,Justice of the Peace,0.9964442833016813
2167,OTHER,727,Justice of the Peace Ward  6,Michael J. Vogt ,Plaquemines,2,2,m,3,9,2,2014,Justice of the Peace,0.9942998490435268
2168,DEM,224,Justice of the Peace Ward  6,Robert Ray ,Rapides,2,2,m,3,9,2,2014,Justice of the Peace,0.9952560453690997
2169,DEM,245,Justice of the Peace Ward  6,Troy Thibodeaux ,Rapides,2,2,m,3,9,2,2014,Justice of the Peace,0.986826494720816
2170,OTHER,523,Justice of the Peace Ward  7,Chad Ivery Perry ,Calcasieu,2,1,m,6,9,0,2014,Justice of the Peace,0.9949966789288132
2171,DEM,600,Justice of the Peace Ward  7,Danny Landry ,Calcasieu,2,1,m,6,9,0,2014,Justice of the Peace,0.994390076673969
2172,DEM,205,Justice of the Peace Ward  7,Nekesia J. Bowie ,St. Mary,2,1,f,6,9,0,2014,Justice of the Peace,1.0
2173,DEM,2203,Justice of the Peace Ward  7,Sandra Allen Causey ,Livingston,2,1,f,6,9,0,2014,Justice of the Peace,0.9971827629978488
2174,REP,205,Justice of the Peace Ward  7,Scott Phelps ,Winn,2,1,m,6,9,0,2014,Justice of the Peace,0.996213262407998
2175,DEM,812,Justice of the Peace Ward  7,Sherrye K. Palmer ,Livingston,2,1,f,6,9,0,2014,Justice of the Peace,1.0
2176,DEM,420,Justice of the Peace Ward  7,Teddy McNiel ,Calcasieu,2,1,m,6,9,0,2014,Justice of the Peace,0.9602057935903164
2177,DEM,205,Justice of the Peace Ward  7,Virginia Sutton ,St. Mary,2,1,f,6,9,0,2014,Justice of the Peace,0.9970966418724108
2178,REP,327,Justice of the Peace Ward  7,W. Bryan Price ,Winn,2,1,m,6,9,0,2014,Justice of the Peace,0.9944598525935707
2179,DEM,361,Justice of the Peace Ward  8,Bryan Brassette ,Avoyelles,2,0,m,3,6,1,2014,Justice of the Peace,0.9944598525935707
2180,DEM,289,Justice of the Peace Ward  8,"Floyd Ruffin, Jr. ",Terrebonne,2,0,m,3,6,1,2014,Justice of the Peace,0.9913504122318382
2181,REP,1349,Justice of the Peace Ward  8,Herbert Mashburn ,St. Mary,2,0,m,3,6,1,2014,Justice of the Peace,0.993475964066395
2182,DEM,577,Justice of the Peace Ward  8,Horace Johnson ,Terrebonne,2,0,m,3,6,1,2014,Justice of the Peace,0.994879375707848
2183,REP,502,Justice of the Peace Ward  8,Ronald A. McDonald ,Avoyelles,2,0,m,3,6,1,2014,Justice of the Peace,0.9956894288101295
2184,NOPTY,975,Justice of the Peace Ward  8,Shawn Canty ,St. Mary,2,0,m,3,6,1,2014,Justice of the Peace,0.8791868030484896
2185,DEM,376,Justice of the Peace Ward  9,Brenda J. Hymes ,Plaquemines,0,1,f,3,5,1,2014,Justice of the Peace,0.996823051189346
2186,NOPTY,1416,Justice of the Peace Ward  9,Drew P. Breaux ,Terrebonne,0,1,m,3,5,1,2014,Justice of the Peace,0.9647846999879118
2187,DEM,384,Justice of the Peace Ward  9,"Lloyd Ruffin, Sr. ",Terrebonne,0,1,m,3,5,1,2014,Justice of the Peace,0.9934386288739964
2188,DEM,298,Justice of the Peace Ward  9,Mary Lou Everage ,Plaquemines,0,1,f,3,5,1,2014,Justice of the Peace,0.9968311527897354
2189,OTHER,334,Justice of the Peace Ward  9,Raymond Ledet ,Terrebonne,0,1,m,3,5,1,2014,Justice of the Peace,0.9942180892480348
2190,DEM,735,Justice of the Peace Ward 1,David Sellers ,Tangipahoa,3,0,m,3,6,0,2014,Justice of the Peace,0.9958660209367381
2191,REP,1238,Justice of the Peace Ward 1,Dora Salinas-Martinez ,Ouachita,3,0,f,3,6,0,2014,Justice of the Peace,0.996034758097743
2192,NOPTY,523,Justice of the Peace Ward 1,Heather Furello ,Tensas,0,0,f,2,3,1,2016,Justice of the Peace,0.9970292185534843
2193,DEM,683,Justice of the Peace Ward 1,Irma Robertson ,Tangipahoa,3,0,f,3,6,0,2014,Justice of the Peace,0.9961031708923187
2194,DEM,178,Justice of the Peace Ward 1,James Ernest Turner ,Tangipahoa,3,0,m,3,6,0,2014,Justice of the Peace,0.9948946927250034
2195,DEM,403,Justice of the Peace Ward 1,Knola Ransome ,Tensas,0,0,,2,3,1,2016,Justice of the Peace,0
2196,DEM,71,Justice of the Peace Ward 1,LaTanya Tyler ,Tensas,0,0,f,2,3,1,2016,Justice of the Peace,0.9975979261260225
2197,REP,733,Justice of the Peace Ward 1,Lynnette Vining ,Ouachita,3,0,f,3,6,0,2014,Justice of the Peace,1.0
2198,REP,1351,Justice of the Peace Ward 1,Stuart L. Parker ,Ouachita,3,0,m,3,6,0,2014,Justice of the Peace,0.9953251410429917
2199,DEM,571,Justice of the Peace Ward 10,Cardell Bowser Ina ,St. Mary,0,0,m,2,3,1,2014,Justice of the Peace,0.9957096358701756
2200,NOPTY,271,Justice of the Peace Ward 10,Keith A. Lewis ,St. Mary,0,0,m,2,3,1,2014,Justice of the Peace,0.9944324676750684
2201,DEM,314,Justice of the Peace Ward 10,Monica Morrison Gibson ,St. Mary,0,0,f,2,3,1,2014,Justice of the Peace,0.9956824947435987
2202,REP,1358,Justice of the Peace Ward 11,"Delia ""Dee"" Deville ",Rapides,3,0,f,1,5,1,2014,Justice of the Peace,0.9979099269443619
2203,REP,1261,Justice of the Peace Ward 11,Jamie L. Floyd ,Rapides,3,0,f,1,5,1,2014,Justice of the Peace,0.7564943833665181
2204,NOPTY,92,Justice of the Peace Ward 11,Kaye Frances Willis ,Winn,3,0,f,1,5,1,2014,Justice of the Peace,0.9838994191253464
2205,DEM,1461,Justice of the Peace Ward 11,Keith Deville ,Rapides,3,0,m,1,5,1,2014,Justice of the Peace,0.9944324676750684
2206,REP,251,Justice of the Peace Ward 11,Nelda Murphy ,Winn,3,0,f,1,5,1,2014,Justice of the Peace,0.9998632635435685
2207,NOPTY,230,Justice of the Peace Ward 2,Blanche Baylock ,Iberville,0,0,f,5,7,2,2014,Justice of the Peace,0.9986276784398351
2208,DEM,1577,Justice of the Peace Ward 2,"Clifford J. ""Jim"" Guidry, Jr. ",West Baton Rouge,0,0,m,5,7,2,2014,Justice of the Peace,0.9918897662787557
