"","position","district","candidate","year","parish","party","votes","n_can","n_dem","n_rep","n_nopty","n_other","genoffice"
"1825","Councilmen at Large","City of Bogalusa (2 to be elected)","Presious ""PJ"" Johnson ",2014,"Washington","DEM",811,4,3,0,1,0,"Councilmen at Large"
"1826","Councilmen at Large","City of Bogalusa (2 to be elected)","Shawn Chatmon Ratliff ",2014,"Washington","DEM",964,4,3,0,1,0,"Councilmen at Large"
"1827","Councilmen at Large","City of Bogalusa (2 to be elected)","Teddy Drummond ",2014,"Washington","NOPTY",1552,4,3,0,1,0,"Councilmen at Large"
"1828","District Attorney"," 2nd Judicial District Court","Chris L. Bowman ",2014,"Multi-Parish Race","DEM",5756,2,2,0,0,0,"District Attorney"
"1829","District Attorney"," 2nd Judicial District Court","Daniel W. ""Danny"" Newell ",2014,"Multi-Parish Race","DEM",8816,2,2,0,0,0,"District Attorney"
"1830","District Attorney"," 3rd Judicial District Court","Cary T. Brown ",2014,"Multi-Parish Race","NOPTY",10497,2,0,0,2,0,"District Attorney"
"1831","District Attorney"," 3rd Judicial District Court","John Belton ",2014,"Multi-Parish Race","NOPTY",10708,2,0,0,2,0,"District Attorney"
"1832","District Attorney"," 9th Judicial District Court","""Chris"" Hazel ",2014,"Rapides","REP",15001,3,2,1,0,0,"District Attorney"
"1833","District Attorney"," 9th Judicial District Court","Christopher ""Chris"" Roy, Jr. ",2014,"Rapides","DEM",13081,3,2,1,0,0,"District Attorney"
"1834","District Attorney"," 9th Judicial District Court","Phillip Terrell ",2014,"Rapides","DEM",15245,3,2,1,0,0,"District Attorney"
"1835","District Attorney","14th Judicial District Court","Christian D. Chesson ",2014,"Calcasieu","DEM",25819,2,2,0,0,0,"District Attorney"
"1836","District Attorney","14th Judicial District Court","John F. Derosier ",2014,"Calcasieu","DEM",34012,2,2,0,0,0,"District Attorney"
"1837","District Attorney","15th Judicial District Court","""Mike"" Harson ",2014,"Multi-Parish Race","DEM",52799,2,1,1,0,0,"District Attorney"
"1838","District Attorney","15th Judicial District Court","Keith Stutes ",2014,"Multi-Parish Race","REP",58829,2,1,1,0,0,"District Attorney"
"1839","District Attorney","20th Judicial District Court","""Sam"" D'Aquilla ",2014,"Multi-Parish Race","DEM",8276,2,2,0,0,0,"District Attorney"
"1840","District Attorney","20th Judicial District Court","David R. Opperman ",2014,"Multi-Parish Race","DEM",4302,2,2,0,0,0,"District Attorney"
"1841","District Attorney","22nd Judicial District Court","Alan Black ",2014,"Multi-Parish Race","REP",18999,4,0,4,0,0,"District Attorney"
"1842","District Attorney","22nd Judicial District Court","Brian F. Trainor ",2014,"Multi-Parish Race","REP",36225,4,0,4,0,0,"District Attorney"
"1843","District Attorney","22nd Judicial District Court","Roy K. Burns ",2014,"Multi-Parish Race","REP",15612,4,0,4,0,0,"District Attorney"
"1844","District Attorney","22nd Judicial District Court","Warren Montgomery ",2014,"Multi-Parish Race","REP",24014,4,0,4,0,0,"District Attorney"
"1845","District Attorney","26th Judicial District Court","""Whit"" Graves ",2014,"Multi-Parish Race","REP",21216,2,0,2,0,0,"District Attorney"
"1846","District Attorney","26th Judicial District Court","Schuyler Marvin ",2014,"Multi-Parish Race","REP",23792,2,0,2,0,0,"District Attorney"
"1847","District Attorney","27th Judicial District Court","Earl Taylor ",2014,"St. Landry","DEM",19076,2,2,0,0,0,"District Attorney"
"1848","District Attorney","27th Judicial District Court","Ellis Daigle ",2014,"St. Landry","DEM",13311,2,2,0,0,0,"District Attorney"
"1849","District Attorney","31st Judicial District Court","Michael C. Cassidy ",2014,"Jefferson Davis","DEM",5609,2,1,1,0,0,"District Attorney"
"1850","District Attorney","31st Judicial District Court","Wendell R. Miller ",2014,"Jefferson Davis","REP",5217,2,1,1,0,0,"District Attorney"
"1851","District Attorney","32nd Judicial District Court","""Doug"" Greenburg ",2014,"Terrebonne","OTHER",8241,2,0,1,0,1,"District Attorney"
"1852","District Attorney","32nd Judicial District Court","""Joe"" Waitz, Jr. ",2014,"Terrebonne","REP",20929,2,0,1,0,1,"District Attorney"
"1853","District Attorney","34th Judicial District Court","Glenn E. Diaz ",2014,"St. Bernard","OTHER",2163,3,1,1,0,1,"District Attorney"
"1854","District Attorney","34th Judicial District Court","Michael Gorbaty ",2014,"St. Bernard","REP",3774,3,1,1,0,1,"District Attorney"
"1855","District Attorney","34th Judicial District Court","Perry Nicosia ",2014,"St. Bernard","DEM",6086,3,1,1,0,1,"District Attorney"
"1856","District Attorney","37th Judicial District Court","Brian Frazier ",2014,"Caldwell","OTHER",2443,2,1,0,0,1,"District Attorney"
"1857","District Attorney","37th Judicial District Court","W. Mark McKee ",2014,"Caldwell","DEM",1512,2,1,0,0,1,"District Attorney"
"1858","District Attorney","40th Judicial District Court","""Geri Broussard"" Baloney ",2014,"St. John The Baptist","DEM",2954,3,2,0,1,0,"District Attorney"
"1859","District Attorney","40th Judicial District Court","Bridget A. Dinvaut ",2014,"St. John The Baptist","DEM",5213,3,2,0,1,0,"District Attorney"
"1860","District Attorney","40th Judicial District Court","Tom Daley ",2014,"St. John The Baptist","NOPTY",7029,3,2,0,1,0,"District Attorney"
"1861","District Attorney","42nd Judicial District Court","Gary Evans ",2014,"De Soto","DEM",5001,2,2,0,0,0,"District Attorney"
"1862","District Attorney","42nd Judicial District Court","Richard Z. Johnson ",2014,"De Soto","DEM",4534,2,2,0,0,0,"District Attorney"
"1863","District Judge"," 1st Judicial District Court, ES 2, Div. C","Charles G. Tutt ",2014,"Caddo","REP",15996,2,1,1,0,0,"District Judge"
"1864","District Judge"," 1st Judicial District Court, ES 2, Div. C","Trina Chu ",2014,"Caddo","DEM",9699,2,1,1,0,0,"District Judge"
"1865","District Judge"," 1st Judicial District Court, ES 3, Div. K","Douglas ""Doug"" Dominick ",2014,"Caddo","REP",8381,2,0,2,0,0,"District Judge"
"1866","District Judge"," 1st Judicial District Court, ES 3, Div. K","Erin Leigh Waddell Garrett ",2014,"Caddo","REP",16301,2,0,2,0,0,"District Judge"
"1867","District Judge"," 2nd Judicial District Court, Div. A","""Ben"" Bleich ",2014,"Multi-Parish Race","NOPTY",7334,2,0,0,1,1,"District Judge"
"1868","District Judge"," 2nd Judicial District Court, Div. A","Jenifer Clason ",2014,"Multi-Parish Race","OTHER",8363,2,0,0,1,1,"District Judge"
"1869","District Judge"," 3rd Judicial District Court, Div. B","""Tommy"" Rogers ",2014,"Multi-Parish Race","REP",8299,3,1,2,0,0,"District Judge"
"1870","District Judge"," 3rd Judicial District Court, Div. B","Lewis Jones ",2014,"Multi-Parish Race","DEM",8454,3,1,2,0,0,"District Judge"
"1871","District Judge"," 3rd Judicial District Court, Div. B","Tyler Storms ",2014,"Multi-Parish Race","REP",4625,3,1,2,0,0,"District Judge"
"1872","District Judge"," 4th Judicial District Court, ES 1, Div. H","James Ross ",2014,"Ouachita","DEM",1748,3,3,0,0,0,"District Judge"
"1873","District Judge"," 4th Judicial District Court, ES 1, Div. H","Larry D. Jefferson ",2014,"Ouachita","DEM",5460,3,3,0,0,0,"District Judge"
"1874","District Judge"," 4th Judicial District Court, ES 1, Div. H","Sophia Dixon Brown ",2014,"Ouachita","DEM",1733,3,3,0,0,0,"District Judge"
"1875","District Judge"," 4th Judicial District Court, ES 1, Div. J","Clara Etta Toombs ",2014,"Ouachita","DEM",2624,2,2,0,0,0,"District Judge"
"1876","District Judge"," 4th Judicial District Court, ES 1, Div. J","Robert C. Johnson ",2014,"Ouachita","DEM",6081,2,2,0,0,0,"District Judge"
"1877","District Judge"," 5th Judicial District Court, Div. C","""Steve"" Dean ",2016,"Multi-Parish Race","REP",9377,3,0,3,0,0,"District Judge"
"1878","District Judge"," 5th Judicial District Court, Div. C","Clay Hamilton ",2016,"Multi-Parish Race","REP",8020,3,0,3,0,0,"District Judge"
"1879","District Judge"," 5th Judicial District Court, Div. C","Dawn Hendrix Mims ",2016,"Multi-Parish Race","REP",3931,3,0,3,0,0,"District Judge"
"1880","District Judge"," 7th Judicial District Court, Div. B","Jack H. McLemore, Jr. ",2014,"Multi-Parish Race","DEM",3272,3,3,0,0,0,"District Judge"
"1881","District Judge"," 7th Judicial District Court, Div. B","John Reeves ",2014,"Multi-Parish Race","DEM",5040,3,3,0,0,0,"District Judge"
"1882","District Judge"," 7th Judicial District Court, Div. B","Ronnie O. McMillin ",2014,"Multi-Parish Race","DEM",1743,3,3,0,0,0,"District Judge"
"1883","District Judge"," 9th JDC, Subdistrict 2, Div. G","""Greg"" Beard ",2014,"Rapides","REP",18405,3,2,1,0,0,"District Judge"
"1884","District Judge"," 9th JDC, Subdistrict 2, Div. G","Charles ""Greg"" Gravel ",2014,"Rapides","DEM",7969,3,2,1,0,0,"District Judge"
"1885","District Judge"," 9th JDC, Subdistrict 2, Div. G","Harry Randow ",2014,"Rapides","DEM",7968,3,2,1,0,0,"District Judge"
"1886","District Judge"," 9th Judicial District Court, ES 1, Div. A","""M."" Rauls ",2014,"Rapides","DEM",3017,4,4,0,0,0,"District Judge"
"1887","District Judge"," 9th Judicial District Court, ES 1, Div. A","Clifton J. Spears, Jr. ",2014,"Rapides","DEM",1199,4,4,0,0,0,"District Judge"
"1888","District Judge"," 9th Judicial District Court, ES 1, Div. A","Monique Metoyer ",2014,"Rapides","DEM",2542,4,4,0,0,0,"District Judge"
"1889","District Judge"," 9th Judicial District Court, ES 1, Div. A","Tiffany N. Sanders ",2014,"Rapides","DEM",2237,4,4,0,0,0,"District Judge"
"1890","District Judge","10th Judicial District Court, Div. A","Desiree Dyess ",2014,"Natchitoches","DEM",6836,2,1,0,0,1,"District Judge"
"1891","District Judge","10th Judicial District Court, Div. A","Robert Owsley ",2014,"Natchitoches","OTHER",5589,2,1,0,0,1,"District Judge"
"1892","District Judge","12th Judicial District Court, Division A","Andrea Ducote Aymond ",2014,"Avoyelles","DEM",5056,3,2,1,0,0,"District Judge"
"1893","District Judge","12th Judicial District Court, Division A","Barry Laiche ",2014,"Avoyelles","REP",1921,3,2,1,0,0,"District Judge"
"1894","District Judge","12th Judicial District Court, Division A","Kerry Spruill ",2014,"Avoyelles","DEM",6246,3,2,1,0,0,"District Judge"
"1895","District Judge","13th Judicial District Court, Division A","""Tony"" Dupre ",2014,"Evangeline","DEM",2985,3,3,0,0,0,"District Judge"
"1896","District Judge","13th Judicial District Court, Division A","Gary J. Ortego ",2014,"Evangeline","DEM",6448,3,3,0,0,0,"District Judge"
"1897","District Judge","13th Judicial District Court, Division A","Gilbert Aucoin ",2014,"Evangeline","DEM",2548,3,3,0,0,0,"District Judge"
"1898","District Judge","14th Judicial District Court, ES 3, Div. A","David Palay ",2014,"Calcasieu","REP",3950,3,1,2,0,0,"District Judge"
"1899","District Judge","14th Judicial District Court, ES 3, Div. A","Oliver ""Jackson"" Schrumpf ",2014,"Calcasieu","DEM",6113,3,1,2,0,0,"District Judge"
"1900","District Judge","14th Judicial District Court, ES 3, Div. A","William Mitchell ""Mitch"" Redd ",2014,"Calcasieu","REP",8801,3,1,2,0,0,"District Judge"
"1901","District Judge","15th Judicial District Court, ES 2, Div. E","Mark Allen Babineaux ",2014,"Lafayette","DEM",3243,3,3,0,0,0,"District Judge"
"1902","District Judge","15th Judicial District Court, ES 2, Div. E","Michelle Meaux Breaux ",2014,"Lafayette","DEM",3758,3,3,0,0,0,"District Judge"
"1903","District Judge","15th Judicial District Court, ES 2, Div. E","Valerie Gotch Garrett ",2014,"Lafayette","DEM",2171,3,3,0,0,0,"District Judge"
"1904","District Judge","15th Judicial District Court, ES 3, Div. M","""Charlie"" Fitzgerald ",2014,"Lafayette","REP",26384,2,0,2,0,0,"District Judge"
"1905","District Judge","15th Judicial District Court, ES 3, Div. M","Susan Theall ",2014,"Lafayette","REP",24781,2,0,2,0,0,"District Judge"
"1906","District Judge","15th Judicial District Court, ES 4, Div. F","""Mike"" Goss ",2014,"Acadia","DEM",4096,4,4,0,0,0,"District Judge"
"1907","District Judge","15th Judicial District Court, ES 4, Div. F","Burleigh Doga ",2014,"Acadia","DEM",3120,4,4,0,0,0,"District Judge"
"1908","District Judge","15th Judicial District Court, ES 4, Div. F","David M. Smith ",2014,"Acadia","DEM",9377,4,4,0,0,0,"District Judge"
"1909","District Judge","15th Judicial District Court, ES 4, Div. F","Jack Nickel ",2014,"Acadia","DEM",3010,4,4,0,0,0,"District Judge"
"1910","District Judge","15th Judicial District Court, ES 5, Div. G","Burton P. ""Crawdaddy"" Guidry ",2014,"Vermilion","DEM",3442,2,2,0,0,0,"District Judge"
"1911","District Judge","15th Judicial District Court, ES 5, Div. G","Laurie A. Hulin ",2014,"Vermilion","DEM",14132,2,2,0,0,0,"District Judge"
"1912","District Judge","16th Judicial District Court, ES 1, Div. G","""Tai"" Porter-Green ",2014,"Multi-Parish Race","DEM",1816,3,3,0,0,0,"District Judge"
"1913","District Judge","16th Judicial District Court, ES 1, Div. G","Curtis Sigur ",2014,"Multi-Parish Race","DEM",4815,3,3,0,0,0,"District Judge"
"1914","District Judge","16th Judicial District Court, ES 1, Div. G","Lucretia Pecantte ",2014,"Multi-Parish Race","DEM",4850,3,3,0,0,0,"District Judge"
"1915","District Judge","16th Judicial District Court, ES 1, Div. H","Alisia Johnson Butler ",2014,"Multi-Parish Race","DEM",3874,3,2,0,0,1,"District Judge"
"1916","District Judge","16th Judicial District Court, ES 1, Div. H","Carolyn Deal ",2014,"Multi-Parish Race","OTHER",1077,3,2,0,0,1,"District Judge"
"1917","District Judge","16th Judicial District Court, ES 1, Div. H","Lori A. Landry ",2014,"Multi-Parish Race","DEM",6594,3,2,0,0,1,"District Judge"
"1918","District Judge","16th Judicial District Court, ES 2, Div. A","Anthony ""Tony"" Thibodeaux ",2014,"Multi-Parish Race","REP",21470,2,0,2,0,0,"District Judge"
"1919","District Judge","16th Judicial District Court, ES 2, Div. A","Dean M. Wattigny ",2014,"Multi-Parish Race","REP",19472,2,0,2,0,0,"District Judge"
"1920","District Judge","17th Judicial District Court, Division B","""Steve"" Miller ",2014,"Lafourche","REP",11704,3,1,2,0,0,"District Judge"
"1921","District Judge","17th Judicial District Court, Division B","Anthony P. ""Tony"" Lewis ",2014,"Lafourche","DEM",8253,3,1,2,0,0,"District Judge"
"1922","District Judge","17th Judicial District Court, Division B","John J. Erny III ",2014,"Lafourche","REP",8702,3,1,2,0,0,"District Judge"
"1923","District Judge","19th Judicial District Court, ES 1, Div. J","Alfred C. Williams ",2014,"East Baton Rouge","DEM",8509,3,3,0,0,0,"District Judge"
"1924","District Judge","19th Judicial District Court, ES 1, Div. J","Gideon T. Carter III ",2014,"East Baton Rouge","DEM",1716,3,3,0,0,0,"District Judge"
"1925","District Judge","19th Judicial District Court, ES 1, Div. J","Trudy White ",2014,"East Baton Rouge","DEM",14974,3,3,0,0,0,"District Judge"
"1926","District Judge","19th Judicial District Court, ES 1, Div. K","Bonnie Jackson ",2014,"East Baton Rouge","DEM",14288,3,3,0,0,0,"District Judge"
"1927","District Judge","19th Judicial District Court, ES 1, Div. K","Nina S. Hunter ",2014,"East Baton Rouge","DEM",2387,3,3,0,0,0,"District Judge"
"1928","District Judge","19th Judicial District Court, ES 1, Div. K","Tiffany Foxworth ",2014,"East Baton Rouge","DEM",6834,3,3,0,0,0,"District Judge"
"1929","District Judge","19th Judicial District Court, ES 2, Div. A","Colette M. Greggs ",2014,"East Baton Rouge","DEM",23628,2,1,1,0,0,"District Judge"
"1930","District Judge","19th Judicial District Court, ES 2, Div. A","Todd Hernandez ",2014,"East Baton Rouge","REP",26545,2,1,1,0,0,"District Judge"
"1931","District Judge","19th Judicial District Court, ES 2, Div. G","Joyce Plummer ",2014,"East Baton Rouge","DEM",22239,2,1,1,0,0,"District Judge"
"1932","District Judge","19th Judicial District Court, ES 2, Div. G","Richard D. Anderson ",2014,"East Baton Rouge","REP",26445,2,1,1,0,0,"District Judge"
"1933","District Judge","19th Judicial District Court, ES 2, Div. L","""Trae"" Welch ",2014,"East Baton Rouge","REP",21503,2,1,1,0,0,"District Judge"
"1934","District Judge","19th Judicial District Court, ES 2, Div. L","Michael R. ""Mike"" Erwin ",2014,"East Baton Rouge","DEM",28528,2,1,1,0,0,"District Judge"
"1935","District Judge","19th Judicial District Court, ES 2, Div. M","""Mike"" Davis ",2014,"East Baton Rouge","REP",9734,5,1,4,0,0,"District Judge"
"1936","District Judge","19th Judicial District Court, ES 2, Div. M","Beau Higginbotham ",2014,"East Baton Rouge","REP",14754,5,1,4,0,0,"District Judge"
"1937","District Judge","19th Judicial District Court, ES 2, Div. M","Cleveland Coon ",2014,"East Baton Rouge","DEM",21751,5,1,4,0,0,"District Judge"
"1938","District Judge","19th Judicial District Court, ES 2, Div. M","Jamie Morain Zanovec ",2014,"East Baton Rouge","REP",3893,5,1,4,0,0,"District Judge"
"1939","District Judge","19th Judicial District Court, ES 2, Div. M","R. ""Chris"" Oetjens ",2014,"East Baton Rouge","REP",801,5,1,4,0,0,"District Judge"
"1940","District Judge","19th Judicial District Court, ES 3, Div. I","""Randy"" Piedrahita ",2014,"East Baton Rouge","REP",24731,2,0,2,0,0,"District Judge"
"1941","District Judge","19th Judicial District Court, ES 3, Div. I","R. Michael ""Mike"" Caldwell ",2014,"East Baton Rouge","REP",34643,2,0,2,0,0,"District Judge"
"1942","District Judge","20th Judicial District Court, Division A","""Betsy"" Jones ",2014,"Multi-Parish Race","DEM",6299,2,2,0,0,0,"District Judge"
"1943","District Judge","20th Judicial District Court, Division A","Sydney Picou Walker ",2014,"Multi-Parish Race","DEM",6286,2,2,0,0,0,"District Judge"
"1944","District Judge","21st Judicial District Court, Division A","""Jeff"" Johnson ",2014,"Multi-Parish Race","REP",35418,3,0,3,0,0,"District Judge"
"1945","District Judge","21st Judicial District Court, Division A","Michael ""Mike"" Betts ",2014,"Multi-Parish Race","REP",21122,3,0,3,0,0,"District Judge"
"1946","District Judge","21st Judicial District Court, Division A","Russell Beall ",2014,"Multi-Parish Race","REP",15314,3,0,3,0,0,"District Judge"
"1947","District Judge","21st Judicial District Court, Division J","""Jeff"" Cashe ",2014,"Multi-Parish Race","REP",24305,3,0,3,0,0,"District Judge"
"1948","District Judge","21st Judicial District Court, Division J","C. Glenn Westmoreland ",2014,"Multi-Parish Race","REP",28739,3,0,3,0,0,"District Judge"
"1949","District Judge","21st Judicial District Court, Division J","Jenel Guidry Secrease ",2014,"Multi-Parish Race","REP",20066,3,0,3,0,0,"District Judge"
"1950","District Judge","22nd Judicial District Court, Division L","Dawn Amacker ",2014,"Multi-Parish Race","REP",65642,2,0,2,0,0,"District Judge"
"1951","District Judge","22nd Judicial District Court, Division L","Nanine McCool ",2014,"Multi-Parish Race","REP",23665,2,0,2,0,0,"District Judge"
"1952","District Judge","23rd Judicial District Court, ES 2, Div. A","Jason M. Verdigets ",2014,"Multi-Parish Race","REP",21993,2,0,1,0,1,"District Judge"
"1953","District Judge","23rd Judicial District Court, ES 2, Div. A","O'Neil Parenton ",2014,"Multi-Parish Race","OTHER",21481,2,0,1,0,1,"District Judge"
"1954","District Judge","23rd Judicial District Court, ES 2, Div. C","Bruce E. Unangst II ",2014,"Multi-Parish Race","REP",15154,2,0,2,0,0,"District Judge"
"1955","District Judge","23rd Judicial District Court, ES 2, Div. C","Tess Percy Stromberg ",2014,"Multi-Parish Race","REP",25962,2,0,2,0,0,"District Judge"
"1956","District Judge","24th Judicial District Court, ES 1, Div. O","Danyelle Taylor ",2014,"Jefferson","REP",11139,4,0,3,0,1,"District Judge"
